#OTUID	taxonomy	confidence
365f33309359b286f4f95c6d10e1ad23	k__Bacteria	0.918783210911536
8c8399274e1b3a18af81fab58cf0654c	k__Bacteria	0.864395372185954
0a623f5e76a8eed4e35bdb16846eb1f2	k__Bacteria	0.918242496989979
b501c4ccdd787f030abc58877138d01a	k__Bacteria	0.935588225213036
b2f4e868d1d578757a242f695856581c	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.999983049715326
4c4be81e957f2db52e04ab79622e858d	k__Bacteria	0.89334570141324
ae6a2792ac79880e6a93cdd28d8d5da7	k__Bacteria	0.847941571751193
f6e1bf21df25575dd17467df4aaec86c	k__Bacteria	0.90774901542018
2859fc350761ca3f58402874726eceb1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.998878431635195
1a4b2f6b13a6c7c2164ab95f1af3ed7a	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__[Marinicellales]; f__[Marinicellaceae]; g__; s__	0.999992322836131
3abe5a7aa8fb55b47a1b699e37553839	k__Bacteria	0.940302766049847
375ce6e6cc2c38e4f0ebb5ebf486c034	Unassigned	0.913708482840501
7ce5ec813b5c7f34a8b467403b78ea7b	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999837494256625
588934b7c51fc227a84a3d74586266a7	Unassigned	0.87947234515195
58c70367a9a43f2fe6a92c002e1606d3	k__Bacteria	0.943812437401205
ce9eb15f9dcf17738ce976bd43d1c7f2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__; s__	0.907639137809546
0f8f1cdbbc36726094458b2e086b260f	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0.985939979716807
179142cbf9922b4e826fc29b81618e24	k__Bacteria	0.897649196947812
cc10ee862c1a643ea5a78bb7d9584ee9	k__Bacteria	0.955067022069129
2d10f5bbcb86ceb9dc9947d85bb0e938	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999968424910478
9a41adb844850859d1003b4484d10b22	k__Bacteria	0.916922644795618
040d0d764adaa4b26555fdd64af6bb36	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales	0.798207908330755
427d5a7f2b0e2a7f8c878927da103ef5	k__Bacteria	0.957066453699541
1cd2da9182ac0c6fcbe105370b125d19	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Owenweeksia; s__	0.999933252594075
284f988d9395e636acdefcf1e9af984f	k__Bacteria	0.92562818191906
01ecdd6ab3798a102929113e57c0908a	Unassigned	0.917364185701421
c0e8a9c0da811b162c2bf7b07f11beda	k__Bacteria	0.911597958763683
33b48918465d70a0438f62a0ff955ccc	k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae; g__; s__	0.999957123251709
cd81e6621893d25cff421cb7c074f965	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__	0.948297858666367
9d35d5a77b49d1d8bd50cf7e9c19453f	Unassigned	0.905111189360762
049f8e2efb32e2e6a68049fc8afc6687	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__	0.999937964629079
f907a38572fe9228980d2837e87d35ba	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__koll13; g__; s__	0.999991314407613
ebcd442e7637dbf67e9265c4b5741825	k__Bacteria	0.924956242421304
e0ea4df4360e13188811440921923928	k__Bacteria	0.963673306735758
8a382906c911277efdff82448b384722	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__	0.997295041149191
a854f7f8c8ad82f5dc53529e11857502	k__Bacteria	0.944958460489552
96e797a3719076fb35a30978de38f341	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999999007548734
51c1c4b99d4dbd9e11e4eb7e48553fee	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.997977651127103
6078557d4d6c1135a2f4a848cdc0bb44	k__Bacteria	0.952960113077426
436c3904d1ad1c4228388c9a9336ae4a	Unassigned	0.78228531855126
bc1838fdb40700f63303de745875000f	k__Bacteria	0.896373302375006
ab98bbfdacda75ef148171296ff62caa	k__Bacteria	0.955070327998311
2ff2103cdb5f685502e3606971f27a11	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__	0.999585968013944
53dad101b6f0dc388177aa04a6075f8f	k__Bacteria	0.905153229878198
c3b78f5e61dca7051da51935ce1ef42d	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__	0.996281758804607
bb06fcabc69abe68a77f68c9e1f99cd4	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__	0.954859904812034
22f9e68f717732aab67e24354c922e0b	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__	0.777006228906439
01491579be6fa3ad05680615419c3e7d	k__Bacteria	0.935420752115009
20acdf35ec4dde0fd3ff29d255a1b8e1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__	0.996923773165186
465b4ab646387e29e94e32d5b655df82	k__Bacteria; p__Acidobacteria; c__AT-s2-57; o__; f__; g__; s__	0.999996940953853
4cd0b6c633f48dcecedbf6faab885aa7	Unassigned	0.865616018513122
5eed0da9d26ee2e1c76e117a336b3bbf	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	0.999999897666219
2e153795aac790f4a925d0c03094ba85	Unassigned	0.828831789604869
